sent_id,doc_id,sent_index,date,speaker,sentence
12-34,12,34,2021-06-28,Randal K. Quarles,"Nevertheless, the recent clamor over CBDCs makes it appropriate to explore the benefits, costs, and practicalities of implementing one in the United States if such legislative authority were granted."
12-35,12,35,2021-06-28,Randal K. Quarles,Let's start with a look at the current U.S. payment system that a Fed CBDC would fit into.
12-36,12,36,2021-06-28,Randal K. Quarles,"Current State of the U.S. Payment System The Federal Reserve and private-sector interbank payment services already offer an array of options that facilitate efficient, electronic U.S. dollar payments."
12-37,12,37,2021-06-28,Randal K. Quarles,A few statistics related to the main large-value payment systems for U.S. dollars are illustrative.
12-38,12,38,2021-06-28,Randal K. Quarles,The Federal Reserve's large-value payment service (the Fedwire Funds Service) processes nearly $4 trillion in payments every day.
12-39,12,39,2021-06-28,Randal K. Quarles,These payments settle instantly in a bank's account at the Federal Reserve.
12-40,12,40,2021-06-28,Randal K. Quarles,A private-sector entity (The Clearing House) operates a large-value payment system that settles nearly $2 trillion in payments every day.
12-41,12,41,2021-06-28,Randal K. Quarles,"These payments do not settle in Federal Reserve accounts, but they are underpinned by balances on the books of a Federal Reserve Bank."
12-42,12,42,2021-06-28,Randal K. Quarles,"Smaller-value payments often settle more slowly than large-value payments, but a variety of efforts to speed up settlement have been completed or are underway."
12-43,12,43,2021-06-28,Randal K. Quarles,"For example, The Clearing House has developed an instant payments service that focuses on smaller-value payments."
12-44,12,44,2021-06-28,Randal K. Quarles,"Similarly, the automated clearinghouse (or ACH) network—a batch-based payment network that first developed in the long-ago 20th century—now enables same-day settlement of ACH payments."
12-45,12,45,2021-06-28,Randal K. Quarles,And the Federal Reserve is developing an instant payment service—FedNow℠—that will soon provide recipients of small-value payments with immediate access to their funds in commercial bank accounts.
12-46,12,46,2021-06-28,Randal K. Quarles,The payment system is not perfect—some types of payments should move more quickly and efficiently.
12-47,12,47,2021-06-28,Randal K. Quarles,"Payments across international borders, for example, remain a key area of concern because they often involve high costs, low speed, and insufficient transparency."
12-48,12,48,2021-06-28,Randal K. Quarles,"The Financial Stability Board, an international group that I chair, produced a roadmap last year that is intended to address these concerns."
12-49,12,49,2021-06-28,Randal K. Quarles,"Additionally, private-sector stablecoins (which I will discuss in more detail in a moment) may facilitate faster and cheaper cross-border payments."
12-50,12,50,2021-06-28,Randal K. Quarles,"In addition, some types of payments have not fully digitized or are subject to ongoing contention between businesses with competing economic interests."
12-51,12,51,2021-06-28,Randal K. Quarles,"For example, paper checks remain widely used for certain types of payments (although the interbank check collection process is now almost entirely electronic)."
12-52,12,52,2021-06-28,Randal K. Quarles,"Debit and credit card payments offer a convenient digital platform for consumers and retailers, but there has been considerable controversy between banks and retailers over who will capture the economics surrounding the fees associated with card transactions."
12-53,12,53,2021-06-28,Randal K. Quarles,"Finally, many more Americans could benefit from digital payments by increasing their use of banking services, which can be promoted by wider use of low-cost, basic bank accounts."
12-54,12,54,2021-06-28,Randal K. Quarles,"In summary, the U.S. payment system is very good, and although it is not perfect, work is already underway to significantly improve it."
12-55,12,55,2021-06-28,Randal K. Quarles,"Policy Considerations Yet, proponents of a Federal Reserve CBDC believe that it would solve a number of significant problems."
12-56,12,56,2021-06-28,Randal K. Quarles,"They suggest, for example, that a Federal Reserve CBDC may be necessary to defend the critical role the U.S. dollar plays in the global economy."
12-57,12,57,2021-06-28,Randal K. Quarles,Others say that a CBDC would overcome longstanding economic inequalities in American society.
12-58,12,58,2021-06-28,Randal K. Quarles,"As we begin our Fed analysis of these issues, I will have to be convinced that a CBDC is a particularly good tool to address either of these issues, about which I am skeptical, and I will especially have to be convinced that the potential benefits of developing a Federal Reserve CBDC outweigh the potential risks."
12-59,12,59,2021-06-28,Randal K. Quarles,Let's examine some of the arguments raised by CBDC supporters.
12-60,12,60,2021-06-28,Randal K. Quarles,"The first argument is that the Federal Reserve should develop a CBDC to defend the U.S. dollar against threats that would be posed by foreign CBDCs, on the one hand, and the continued spread of private digital currencies, on the other."
12-61,12,61,2021-06-28,Randal K. Quarles,"Taking the threat from foreign CBDC's first, this argument presumes that at least some foreign currencies—all of which are already highly digitized in our current international banking system in the same way the dollar is and yet which do not pose a significant challenge to the international role of the dollar—will suddenly pose a much greater challenge to the dollar if that digitization is accomplished through a direct central bank digital currency instead of through the current digital payments system."
